movie_id,review_id,author,title,text,rating,date,upvotes,downvotes,last_update,to_process
tt0029583,rw10198217,ratimkheidze,decent,"I liked Snow White. I noticed that the human characters were rotoscoped (and the rest weren't). This made the movie's visual contrast stand out and made the human figures seem real and distinct. I find this type of animated movie to be insanely impressive given when it was released. It's amazing how much work went into making something so detailed and classic, since it first came out in 1937. To someone who doesn't know about rotoscoping, this would almost look better than modern animations. The artists' skill is really shown by how smoothly the characters move and how brightly the colors are used. There's a lot of great moments, but I think this movie ultimately lacks content to make it feel complete. The children will like this for its simplicity but mature viewers will want more depth and will finish watching the movie wanting more. The prince that goes after Snow White and the man that the hag hired to kill Snow White were heavily underdeveloped and ultimately didn't amount to anything. This lack of character development made some parts of the story feel rushed. The prince had some sort of ending although it was very lackluster, but the assassin just disappeared, never to be seen again. I would've liked to see what happened to him after he betrayed the hag's orders. His fate could have added an interesting twist or moral lesson. The ending of this movie felt like the midpoint, I thought there would be a whole nother act that will take another 30-45 minutes to conclude the movie, but the movie suddenly ended. Nevertheless, I still liked all the characters and the animation. The charm and humor of the dwarfs, in particular, were one of the best parts for me. This is a fun movie for families to watch together.",7.0,2024-12-17,1,5,2025-04-20 09:01:00,0
tt6208148,rw10436616,rpgaska,Evolved Snow White,"The retelling of Snow White has the evolved a bit from the Disney animated version. For the better or worse it is a new version, and it is good.

The main characters are wonderfully envisioned and portrayed by the actresses. The rest of the cast is also very good.

The design of the film is fantastic. From the costumes, the architecture, the natural forest, and the creatures that inhabit it. I was transported and entertained for my time spent viewing the film.

I do not watch films based on the opinions of other people, within the film or outside of it. A film is made to tell a story, and it told a story. It was slightly different from the Disney animated version, and drastically different from the Grimm's version of it.",10.0,2025-04-06,6,64,2025-04-20 09:05:02,0
tt6208148,rw10436526,aliyaheubanks,Great movies,"Amazing 👏 a little different in terms of who approached who because the princess saw him first but the story was great 👍 the roll out of the film may have been confusing but the film the design choreography singing makeup set everything was just beautiful it all came together and I enjoyed it 😀 its also great for kids and teens who enjoy a good fairytale.gal gadot changing her voice like that was impressive and important I realized it from jump, snow white is gullible but she had compassion so Rachel did a great job portrayal of her really enjoyed the singing and costumes. The dwarf was awesome.",8.0,2025-04-06,5,44,2025-04-20 09:05:02,0
tt6208148,rw10436525,AmiratM-7,An amazing movie,"The snow-white adaptation by Disney transforms a dark fairy tale from grimm brothers in one soft and accesible fable. For the best, the movie breaths from the life to secondary characters, notably the seven dwarves, each one endowed of a clean and memorable personnality, which makes the story most alive and endearing. The animation, revolutionnary for the time, give an udeniable at fairy universe. For the worse, Disney sweetens the brutality and the moral complexity of orignial fairy tale : the queen dies from a way lot less crually, and snow-white lose in depth, reduced to one naive figure and passive, waiting to being saved by a prince almost non-existant in plot. The message become really classical : beauty, sweet and patience are recompensed by a man's love. In short, Dinsey makes Snow-White universally accesible and unforgettable visually but at price of a narrative impoverishment who smooth the asperity and richess from original fairy tale.",10.0,2025-04-06,5,55,2025-04-20 09:05:02,0
tt6208148,rw10434596,AbigailG-7,Worst Disney Remake,"While I liked the initial idea of a possible Snow White live action, I was worried that they wouldn't get it right, as it is such a timeless classic. I was right to be worried. Everything about this movie from the costumes, the makeup, the hair, the dwarves, the casting and the plot was terrible. The only positive's is that Rachel can sing well and the song waiting on a wish was good, however still doesn't fit the Snow White vibe for me. The promo for this film was very disrespectful toward the 1937 film and i'm sure Walt would be ashamed of this remake. I cannot believe just how bad it was. They shouldn't have released this. Was very disgusted about everything this movie had to offer.",1.0,2025-04-05,15,2,2025-04-20 09:05:02,0
tt6208148,rw10435361,Samjk-4,I don't like it,"I watched one of the worst movies ever. The plot made no sense, the acting was terrible, and the dialogue was so bad it was almost funny. It felt like the movie dragged on forever, and I kept checking the time, hoping it would end soon. There was no excitement, no emotion, and absolutely nothing interesting happening. Honestly, it was a complete waste of time. I wouldn't recommend it to anyone. To make things worse, the special effects looked like they were made on a computer from the early 2000s. The music didn't match the scenes at all, and the ending was just as disappointing as the rest of the film. I kept thinking it might get better, but it never did. If I could go back in time, I would use that hour and a half to do literally anything else. Even watching paint dry would have been more entertaining.",1.0,2025-04-06,16,4,2025-04-20 09:05:02,0
tt6208148,rw10439252,bigdaddy_red,Terrible,"Don't change what's not broken Snow White remake set out to modernize the classic fairy tale, but it ultimately leaves audiences disappointed. The film fails to stay true to the original story while also struggling to establish its own identity.
First and foremost, the lifeless script is a major issue. The characters lack depth, the dialogues feel artificial, and there's no emotional connection with the audience. Key elements of the fairy tale have been altered, but rather than making the story more engaging, these changes strip it of its essence.
The performances aren't particularly impressive either. Rachel Zegler's portrayal of Snow White lacks charisma and inspiration, making the character feel ordinary and at times even unlikable. Additionally, the characters replacing the seven dwarfs are weakly designed and serve no meaningful purpose in the story.
When it comes to visuals and production quality, the film is shockingly mediocre for a Disney production. The CGI looks cheap, backgrounds feel artificial, and instead of creating a magical atmosphere, the movie ends up looking dull and uninspired.
Ultimately, this film feels like Disney turning its back on its own legacy. It doesn't come across as a loving modernization of a beloved classic but rather a project driven by political correctness with little artistic vision. The result? A failed adaptation that neither satisfies old fans nor captivates new audiences.
Another remake where Disney continues to kill the magic of its classic animations...",1.0,2025-04-07,11,0,2025-04-11 17:04:50,0
tt0029583,rw10193360,StudentYu,ctva 310 review,"This is a classic animated film, but it is my first time watching it. Although it was in 1937, I still found it interesting. The scene that impressed me the most was when Snow White fled into the forest. Everything in the forest around her starts to distort and turn into something terrifying. I have to say this scene is incredibly smooth and expressive, and I think it showcases animation's potential to the best. This level of expression is something that would be difficult to achieve with live action. Besides that, although the princess's character is a little bit flat. I found the character setting of the seven dwarfs very interesting. They have distinct personalities and names that match their personalities. In this way, even though there are seven of them, I never get them mixed up. This feature also fits with its positioning as a children's fairy tale film. I was especially impressed by the character dwarf Grumpy. The character's journey from hostility to accepting Snow White shows a transformation and growth, which is a character arc. Apart from that, I also found the movements of the animated characters and their interactions with the animals in the movie smooth. I don't know much about animation production. The exaggerated movements of those characters also can attract children's attention, and it make it a successful children's animated film. The only thing I don't like about this film is that the character of Snow White is too flat. She seems to be only responsible for beauty and kindness, with no depth to her character.",8.0,2024-12-15,2,0,2025-04-20 09:01:00,0
tt3566834,rw10442381,imdbfan-5092176478,"This movie is bad, but it is a fun watch","I cannot take this movie seriously had a lot of fun while watching and i had a couple of laugh but thats it. The writing of the movie is just not good but i guess it is supposed to be bad and made for children, which is why i had some fun whole watching it. Steve as a character doesn't have a clear motive as to why he was doing something, garrett was my favorite character because he was the one that made me laugh. Henry is a weird one because i don't really know what to feel about him, as a main character of this movie he just get out shined by other character and he is just not that interesting. Dawn is there i guess she is not that interesting and i feel like she doesn't have a clear role in the movie, and natalie is also there to support his brother.",5.0,2025-04-09,0,0,2025-04-20 09:02:12,0
tt6208148,rw10434324,chypher-22349,Utter garbage,"When the lead (zigler) has no idea of thr character she is playing or the story, the acting goes down the drain.
And it did, fast and rotten to the apple core.
A pretty face does not make up for no heart or lack of interest in the roll that she showed.
If anything, it shows she can fake it to make it.
I'm a fan of gal Godot but think she was not the best for this, a older actress would have been better.
Someone who is seeing there appearance starting to change would have some understanding of the character better.
After this, if I see ziglers name, I'm saving my money and going to taco bell.
Weird, maybe. But at least I know the results.",1.0,2025-04-05,10,3,2025-04-20 09:05:02,0
tt6208148,rw10435274,AnnaW-55,Worst movie,"This movie is trash save your money don't go see it! Too many songs and not enough acting! Disney should have done a better job with this movie! It's nothing like the original movie, and it's upsetting on how you you mess up a classic movie. This movie is trash save your money don't go see it! Too many songs and not enough acting! Disney should have done a better job with this movie! It's nothing like the original movie, and it's upsetting on how you you mess up a classic movie. This movie is trash save your money don't go see it! Too many songs and not enough acting! Disney should have done a better job with this movie! It's nothing like the original movie, and it's upsetting on how you you mess up a classic movie. This movie is trash save your money don't go see it! Too many songs and not enough acting! Disney should have done a better job with this movie! It's nothing like the original movie, and it's upsetting on how you you mess up a classic movie.",1.0,2025-04-06,17,6,2025-04-20 09:05:02,0
tt6208148,rw10434199,tristanvliet,Uncomfortable,"""While the musical numbers in Snow White were undeniably catchy and a hit with my children, I left the theater feeling deeply uncomfortable. I found certain elements of the storyline to be inappropriate for young viewers, and I strongly believe the film should have carried prominent content warnings. Parents considering taking their children should be aware that it was problematic, e.g., the attempted murder, the Queen's obsession with vanity, the overall themes of jealousy and violence While the songs were enjoyable, I cannot recommend this movie for young children due to the potentially disturbing content. Proceed with extreme caution.""",1.0,2025-04-05,12,2,2025-04-20 09:05:02,0
tt0029583,rw9180945,HollisWoods,Walt Disney started something great,"Where do I even begin? During the opening credits, there's words of thanks from Walt Disney to the crew for the hard work and love put into the film. Watching Snow White - I feel that hard work and love. I feel the dreams Walt had when this movie was made. Aside from Mickey, it was Snow White that kick started the Disney Company as we know it, for better or for worse. If this movie failed, whose to say where we would be with out Walt Disney and all the achievements that came from his life and success - from film & animation to engineering to tourism. This was a beginning.
I know that these days, we all wanna be progressive. We're tired of seeing the damsel in distress. The guy doesn't have to get the girl every time; cut the romance. Give us a story, not a fairytale. And Disney films as of late have done such a good job of this, from Frozen to Zootopia to Turning Red. But sometimes, it's good to go back to basics and classic tales. Fairytales are timeless. Don't knock out the Brothers' Grimm just yet!
Snow White remains my favorite Disney Princess. She's so precious, pure, and lovely. I just wanna give her a big Hufflepuff hug. The Evil Queen also remains my favorite villain. Disneyland character interactions & Once Upon a Time have totally solidified this for me. The music is also iconic. One Song is amongst my favorites and Heigh-Ho is still a bop. The animation has also stood the test of time. I'd love to hear some behind the scene stories to learn what production was like. Overall, a classic & staple in Disney culture. While Snow's tale has been told soooooo many times, Disney's adaption is definitely amongst the best.",10.0,2023-07-10,2,0,2025-04-20 09:01:00,0
tt0029583,rw9946795,vonfleissig,"""Someday My Prince Will Come""","This is one of the first Walt Disney fairy tales of my childhood. Every time I rewatch the film I fall asleep. I really like two songs in this fairy tale. The first song is the dwarfs' song when they work in the mine and then get ready to go home. The second song is Snow White's song. ""Someday My Prince Will Come"" is perhaps the most beautiful and gloomy song. Gloomy, because in real life the Prince will never come into your life. Real life is not a fairy tale. But when you listen to the song, you begin to believe in it, because it is a fairy tale. This film has a huge history and legend, it has a huge meaning.",10.0,2024-08-10,1,0,2025-04-20 09:01:00,0
tt0029583,rw10026586,twilliams0000,There's no Snow in Snow White,"Snow White and the Seven Dwarfs (1937) is Walt Disney's first full-length feature film and it is incredibly impressive as such. The animation is all so beautiful and incredibly smooth especially from the character of Snow White. All the small details of the film, primarily the scenes involving nature such as the sunset or the way the water flows down the river is truly a spectacle and a beautiful sight. Even when it rains within the film, the fact that each drop was hand drawn is incredibly spectacular. Although the story has some outdated beliefs, specifically regarding Snow White and her very passive character, I thought the main plot overall was compelling. That being said, I did feel that a lot of what happened within the film felt like it had no importance to the plot of the film, specifically the forest animals and in some cases the Dwarfs.

The sequence in which Snow White runs into the forest after the failed murder attempt by the huntsman was easily my favorite scene within the whole film. The surrealist aspects along with those jarring and popping images of the eyes paired along with the very anthropomorphic trees and logs made this sequence so clever. I did feel that that surrealist aspect that I was craving didn't really last long and almost the opposite occurred where even the Queen's magic didn't feel mysterious or interesting. Overall, I appreciate this film for its art style and what it has done for animation and film history in general but it is not something that I can see myself rewatching in the future.",6.0,2024-09-23,0,3,2025-04-20 09:01:00,0
tt6208148,rw10433802,AaronBilly123,One of the best movie.,"I really love this new and unique Snow White 2025 by Disney. I have watched it with my whole family in theater,Everyone loves it. My mom, dad,brother, sister and our even 4 month old baby also enjoyed it. It was full of music,emotions,colors and fun. Rachel Zegler did a wonderful job as a lovely Snow White, Big big fan of her now. Gal as evil Queen was awesome. CGI dwarfs were extremely realistic. Kissing scenes were very intense. Movie seems to me very faithful to the classic version but with the modern touch of New and Improved cast. I really enjoyed it and highly recommends to others Including to my friends and colleagues.",10.0,2025-04-05,4,36,2025-04-20 09:05:02,0
tt6208148,rw10433782,dhtrhmkr,Gal Gadot has acting ability of a loaf of bread,"This movie could have been good but Gal Gadot ruined it with her lack of acting skills. Absolutely no depth, zero character and no ability to deliver on screen. Her range is very limited, she's equally bad in every movie I've seen her in. Why this individual gets cast for any movie is a mystery that needs to be studied. The CGI dwarfs were another fail from the movie makers. Disney has been delivering one fail after another last couple of years. The audience wants new stories with actors who are able to show authentic emotions. The only good thing was Rachel Zeglers singing, she does have a great voice, unfortunately that wasn't enough to save this disaster of a movie.",1.0,2025-04-05,12,4,2025-04-20 09:05:02,0
tt6208148,rw10433769,harmonyrhyme,I want to gauge my eyes out,"Yeah, no, absolutely not. I can't believe they actually spent time making this disaster. I hated every second of it-I'd rather drink rat poison than ever sit through it again. The absolute worst part? The cast. Who thought that lineup was a good idea? Seriously, just no. The acting is flat, the script is ruined, and the attempt to modernize a classic completely backfires. It's a soulless, joyless mess. Nothing about this film makes sense, and it's a complete waste of time. Unless you genuinely enjoy torturing yourself with pointless content, do yourself a favor and skip this one entirely. Thank you.",1.0,2025-04-05,8,3,2025-04-20 09:05:02,0
tt6208148,rw10433185,JDD-874,Needed more Apples,"Not even close. Watching this was more painful than having teeth extracted without Novocain. My two grand-daughters plead to go see this movie, then plead to leave halfway through. The younger one, (11), was so aghast at the movie, she went to the ticket office and demanded her money back.
(Surprisingly, she got it). The manager told us that it was the worst movie for his theater in 18 years he'd been there.
Stream the original for your children, they'll be happier. I spent the rest of the day watching Originals On VHS and DVD's with them, Including Snow White 85th Anniversary Edition. They were much happier, (and the snacks were cheeper too.)",1.0,2025-04-05,8,2,2025-04-20 09:05:02,0
tt6208148,rw10433151,ruhsuzazrail,If i could give 0 or minus ratings i would,"I don't know where to start. The story? The effects? Gal gadots ridiculously terrible acting?
Do not waste your penny on this movie. I have seen terrible acting in many movies but gal gadot is just setting a new low.
Even the music and sound effects are awful. Disney has truely outdone themselves yet again and it is for certain not in a good way.
The movie had potential but they have changed too much to call it snow white. Im sorry but Rachel Zeglers good acting performance is not enough to bring this movie up. All in all terrible acting by gal gadot, very poor storyline, uninteresting dialogs, and cheap effects.",1.0,2025-04-05,5,2,2025-04-20 09:05:02,0
tt0029583,rw9335429,jordondave-28085,Stepping stone for more animation features to follow,"(1937) Snow White And The Seven Dwarfs
FAMILY ANIMATION
First Disney theatrical cartoon ever shown and from Walt Disney, a concept from a popular fairy tale written by the Brothers Grimm in the early 1900's! Story has young girl searching for her identity, oblivious that her mother was once a queen but died upon giving birth to Snow White, eventually would have to cross heads with the other evil queen who has attempts to take her life since according to her magical ball, Snow White is the fairest one of all- people pretty much know the rest and to explain anything more is kinda pointless! I liked this cartoon when I first saw it and still do, except that it's slightly outdated when the amount of animation has become so sophisticated and shown a lot, all the time with cartoon channels running 24 7, and then theirs the Japan animation stuff ( when a percentage for aimed for adults). Once something starts, it doesn't seem to stop.",8.0,2023-09-22,2,1,2025-04-20 09:01:00,0
tt6208148,rw10432888,imdbfan-466,I dont hate it,"Is not that bad i see how there tried to do with the cgi color tone is not bad i get how director just want to remake the story so the point we should focus with the movie is does it match the concept that director choose and it pretty much it rachel nailed it she act smoothly but problem is just it rlly not our dream snow white that we been waiting for and the story is dont make sense sometimes ,however u could do the better casting too ,my question is why gal?why rachel?
Overall ralchel acting is great she did her best but it make big gap with how gal act ,graphics is great some storyline is not make sense and could be better ,i love the song,cast better=story better.",4.0,2025-04-05,1,6,2025-04-20 09:05:02,0
tt0029583,rw9104068,Tweekums,An early animated classic,"This animated classic is set in a kingdom ruled by an evil queen, who is obsessed with being the most beautiful person in the land. Her step-daughter, daughter of the late king, is Snow White and she is forced to work as a lowly scullery maid... that is until the queen's magic mirror tells her that Snow White is now 'the fairest in the land'. The queen can't have that so send orders a huntsman to kill her. He can't bring himself to do it and Snow White flees into the forest. Here she meets friendly animals that take her to a small cottage where seven dwarfs live. While Snow White gets to know the dwarfs the queen concocts another plot to get rid of her.
This film is a must see for any fan of animation. It is obviously important as the first ever fully animated feature film but it also retains a charm that enables it to entertain generation after generation. The story provides humour, mild scares and plenty of now famous songs. The animation looks fresh thanks to the digital restoration of the faded prints. The characters are a lot of fun; especially the dwarfs who's names reflect their characters. The queen is suitably evil and provides many child-friendly scares. Given that it is well over eighty years of age it isn't surprising that some elements show their age a little but that doesn't detract from the film. Overall I'd definitely recommend this to anybody with young children, those feeling nostalgic or fans of animated film in general and Disney in particular.",10.0,2023-06-06,2,0,2025-04-20 09:01:00,0
tt6208148,rw10432821,Zbeachy07,Worst acting ever,"Terrible acting, terrible idea and never should've been made absolutely the worst movie I've seen, The acting in Snow White is awkward and painfully over-the-top. Snow White's voice is shrill and unnatural, making it hard to take her seriously. Every line sounds forced, like a stage performance with no subtlety or emotion. The dwarfs are just loud and cartoonish, with no real depth or nuance. Even the Evil Queen, who should be menacing, feels more like she's reading lines than embodying a character. The lack of believable performances completely breaks immersion and makes the story feel hollow and unconvincing, don't waste your time watching this screw up.",1.0,2025-04-05,5,3,2025-04-20 09:05:02,0
tt6208148,rw10432734,SquirrelJam,A Cinematic Calamity Beyond Redemption,"Disney's 2025 Snow White is a cinematic disaster that obliterates any hope of recapturing the original's magic. Rachel Zegler's lifeless Snow White and Gal Gadot's wooden Evil Queen lead a cast that stumbles through a cliché-ridden script, while the decision to replace the dwarfs with shoddily CGI'd ""magical creatures"" is both pandering and pathetic. The visuals are an eyesore-cheap sets, tacky costumes, and effects so bad they'd embarrass a low-budget video game-making this a film that looks like it was scraped together on a shoestring despite Disney's deep pockets.
The music is forgettable filler, the direction by Marc Webb is a masterclass in mediocrity, and the runtime feels like an eternity of boredom punctuated by preachy, muddled attempts at empowerment. This isn't just a bad movie-it's a betrayal of the 1937 classic, a soulless cash grab that leaves you angry you wasted your time. Skip this travesty and rewatch the original instead; Snow White 2025 is a stain on Disney's legacy that deserves to be buried and forgotten.",1.0,2025-04-05,6,3,2025-04-20 09:05:02,0
tt6208148,rw10431822,imdbfan-1668165790,Not what my 6 year old nor I expected,"Let me get started by saying that the story was so confusing and terrible. Why bother with CGI if it is going to look unfinished and inconsistent at times.

All you have to do for your dreams to come true is to echo... seriously who wrote this ???LOL My 6 year old daughter called this movie stupid (her words) and they still released such atrocity... One other thing that bothered me a lot was the ending. How in the world does the Evil queen Die in such a dumb way? I'm not going to spoil it, but you will be confused and lost just as I was.",1.0,2025-04-04,8,3,2025-04-20 09:05:02,0
tt0029583,rw10021605,miranda-23620,"First time watching it, and it's okay.","This is my first time seeing this movie, and I can see why it's highly regarded. The animation was smooth and very lively when it was made. As much as there was a lot of effort in the animation, I wished they did the same for the story. Of course, I wouldn't expect this movie to have thorough logic and a storyline since it was made for children. However, It shouldn't be an excuse when there are multiple children's movies and shows that can provide well-written storylines.

Well, first, we have Snow White, who is...boring. She's a very static character who doesn't exactly learns a lesson or changes at all. She doesn't have a motive other than being with the prince, which reflects how women were treated and how they were written in stories during the time. Yet, I don't find this to be an excuse because the Queen, who is another woman, has more to her character than the main protagonist. The reason she wanted to kill Snow White was out of jealousy. While Snow White just existed? This makes me question the message the writers were going for. A woman who makes her own decisions and doesn't revolve her life around a man is wrong? A woman with no motivation for herself and her whole existence is for a prince is good? I can see why they want to rewrite Snow White's character in the live-action...Yet this would take away her naive and kind personality, so to each their own in that debate.

I also thought it was bizarre that the Prince, who is only shown two times in the movie, falls in love with Snow White by just looking at her. The same can be said the other way around. And for the movie to paint this as ""true love"" is not a good message for children. Seeing a person only twice in your life and all you have to do is sing to each other does not exactly scream a strong foundation for a relationship. I can already hear most of you saying ""It's a fairytale! It's not supposed to be realistic or taken seriously!"" I am very well aware of that. Even fairy tales can be criticized.

Despite that, I enjoyed the movie. It's a fun movie that families can wind down and enjoy a good laugh. My favorite part of the movie was seeing the relationship between the dwarves and Snow White. Overall, it's a classic Disney movie that brought light to animation, and that's one thing I appreciate about this movie.",7.0,2024-09-20,0,3,2025-04-20 09:01:00,0
tt3566834,rw10441511,hoosiersmitty,Fun from the start; lots of laughs with my kiddo,"My 3rd grade daughter and I had a blast watching it. Is it the greatest movie of all time? Of course not! Did it do a great job of blending the Minecraft universe into a fun film? Definitely!
I feel like each character played their role well and the movie was entertaining from start to finish. Jack Black does his schtick expertly and Jason Momoa continues to show he's more than just muscles. It never gets too serious and keeps a light-hearted vibe throughout the movie.
My kiddo whispered to me: ""that's how it is in the game"" several times, and she had a smile on her face basically the entire movie. You can't beat that for value as a parent.",7.0,2025-04-08,1,3,2025-04-20 09:02:12,0
tt6208148,rw10437033,Dandxlion,Completely destroying childhood memories,"Disney ruined the Snow White of my childhood. This version is like a new movie called Snow White. The movie overdid it and it affected the story. It almost made me cry in the theater. This is not the Snow White of my childhood that I dreamed of seeing.
The main characters are completely uncharismatic. I won't talk about the main characters because everyone has already said it for me, but the villainous Evil Queen really disappointed me. Gal Gadot didn't make me feel like she was an Evil Queen. Her performance completely lacked the Evil Queen spirit.
I miss my childhood Snow White. I hope to see the remake version in the future that everyone wants to see.",1.0,2025-04-06,17,1,2025-04-20 09:05:02,0
tt6208148,rw10432378,kksgwdzkjc,Boring and a waste of time,"It was a disappointing experience from start to finish. One of the most glaring issues was the CGI, which ranged from looking comically bad to outright distracting. In scenes that were supposed to be enchanting, the special effects felt cheap and unpolished, undermining the fairy tale charm that Snow White is known for. The fantastical elements seemed thrown together without care, making everything from the forest creatures to the magical spells look like they were animated in a rush.
As for the acting, it was equally underwhelming. The performances felt stiff and devoid of genuine emotion. The actors struggled to bring their characters to life, with dialogue that felt forced and unnatural. Snow White herself seemed to lack depth, with a portrayal that missed the mark, failing to capture the warmth and resilience of the beloved character. The chemistry between characters was practically non-existent, leaving pivotal moments feeling flat and unengaging.
Overall, this rendition of Snow White misses the magic that makes the story timeless. Between the poor CGI and lackluster acting, it felt more like a chore to sit through than a captivating cinematic experience. I would recommend skipping this one and revisiting the classic instead!",1.0,2025-04-04,6,2,2025-04-20 09:05:02,0
tt0029583,rw10004121,gkeith_1,Scary and nice.,"Spoilers. Opinions. Observations. Reflections.

In original story before Disney and the Grimm Brothers, the real mother (not the stepmother) wanted to kill Snow White because of jealousy, but audiences could not have accepted this.

I study original medieval fairy tales, but they may have been based upon real life when murder of children may have been commonplace. Perhaps they got in the way or ate too much food.

I have a university history degree, and have studied medieval and Renaissance beliefs and superstitions. Many people could not read, and children tended to be uneducated.

This was from an ancient Germanic folk tale possibly based upon an amalgam of real people. Maybe the real Snow White was from a poor family (which was the majority norm), and not noble or aristocratic.

Scary and nice. Nice colors. Nice music. Beautiful queen and ugly old woman. Great artwork and design. A triumph of good over evil.

I feel that this is a glorious film, and a stunning presentation.

10/10.",10.0,2024-09-10,2,0,2025-04-20 09:01:00,0
tt6208148,rw10439965,danielhummig,This movie is a total waste of time and money,"If you have some time avaiable, go and watch the old version. What they did with this movie is such a shame.
It's impossible to watch more than thirdy minutes and not get sleepy.
They distroyed this classic in so many ways. The energy is terrible, and they tried to create another character instead of keep the original idea of the princess. I feel bad for the cast and Disney Studios.
If you expect some moments of nostalgia or good feelings, this movie is not for you. This movie is not a good idea for families and children. The best thing in this movie is the moment that ends and you go home.",1.0,2025-04-08,33,5,2025-04-20 09:05:02,0
tt0029583,rw9093364,disharma-24131,Holds a special place in the history of animation,"""Snow White and the Seven Dwarfs"" is a timeless classic and one of the most beloved animated films of all time. Released in 1937, it was the first full-length animated feature produced by Walt Disney Productions. The film tells the story of Snow White, a beautiful princess who is forced into hiding from her evil stepmother, the Queen, who is jealous of Snow White's beauty.
One of the standout aspects of ""Snow White and the Seven Dwarfs"" is its stunning animation. Considering it was made over 80 years ago, the level of detail and artistry is remarkable. The hand-drawn animation brings the characters and the story to life in a visually captivating way. The use of vibrant colors and intricate backgrounds creates a magical and enchanting atmosphere that draws viewers into the fairy tale world.
The characters in the film are memorable and endearing. Snow White, with her kindness, innocence, and beautiful singing voice, quickly becomes a beloved heroine. The Seven Dwarfs, each with their distinct personalities and humorous quirks, provide both comic relief and heartwarming moments. The villainous Queen is also iconic, with her menacing presence and her transformation into the wicked witch adding an element of suspense and danger.
The music in ""Snow White and the Seven Dwarfs"" is another standout feature. The film features several memorable songs, including ""Heigh-Ho"" and ""Whistle While You Work,"" which have become classics in their own right. The music enhances the storytelling and adds to the overall charm of the film.
The story itself is a timeless fairy tale with themes of love, jealousy, and the triumph of good over evil. It captures the imagination and appeals to audiences of all ages. While some aspects may be seen as dated by today's standards, such as the portrayal of gender roles and the somewhat simplistic narrative, it's important to remember the historical context in which the film was made.
Overall, ""Snow White and the Seven Dwarfs"" is a cinematic masterpiece that has stood the test of time. Its beautiful animation, memorable characters, enchanting music, and timeless story continue to captivate audiences of all generations. It holds a special place in the history of animation and remains a must-watch for any fan of Disney or animated films in general.",10.0,2023-06-01,1,0,2025-04-20 09:01:00,0
tt6208148,rw10432298,kfnycds,Actually a good film,"I really enjoyed it, I don't care for people's beliefs and theatrically it was sound refreshing to see a different take on a fairytale that is already a vastly different story than the original tale. Animations were enticing with decently paced humor good comic relief hopefully I will watch with my children. The storyboard was decent there was no big plot hole the characters were interesting perhaps the songs were not the best they were not bad. I did not walk out on the film and there was no moments when I considered. It did have my attention and there was moment I laughed and dare I say felt happy.",9.0,2025-04-04,4,18,2025-04-20 09:05:02,0
tt6208148,rw10432125,krys-03592,We've watched it twice!,"We absolutely loved the movie both times. My teens weren't thrilled about going until we were there. Not too long into the movie they were all smiles and really enjoyed it. We decided to take the little grandkids to see it also. Not a complaint or negative comment said at all. This is a nostalgic movie with cute songs. I'm not sure why it's getting so much hate but I have a few guesses. It's definitely a future family film I could revisit time and again. The visuals are satisfying and encapsulates our interest over and over again.
Don't listen to the negative dreadful comments. Go enjoy a good movie.",10.0,2025-04-04,13,128,2025-04-20 09:05:02,0
tt6208148,rw10432012,imdbfan-185,Incredible!🍎✨,"It's not the perfect! But it's simply amazing seeing this story get a retelling with such great detail and fantastic songs!!! It really makes Snow White even more special to real fans.
The animals and the dwarfs are so cute and CGI is good.
It's just really sad that people are so annoying and cruel to put so much hate on this movie, when it's clear that the movie is made for children and people that really love the original story!!!
In general it's a magical story and Rachel was meant to play Snow White in the movie, her voice is so beautiful that it looks like an angel singing.
And for those who say that there wouldn't have love story in the movie! You're wrong! The kiss and the connection between the princess and Jonathan is so warming and enchanting!!!",10.0,2025-04-04,4,35,2025-04-20 09:05:02,0
tt6208148,rw10431863,trinathon,Classic clean magical fairytale,"As a parent this movie checks all the boxes. No profanity, no nudity, no graphic violence. Just a retelling of a classic fairy tale without all the junk. If you're looking for a family friendly movie this is it.
Good moral lessons instilled by the parents that Snow White holds onto. The songs are fun and the singing is great.
Honestly the dwarves animation didn't bother me that much. Dwarves in most canonical cases aren't even human so why not make them look like fun lovable bobble heads.
If you're on the fence then just go see it. This movie is way better than most people are giving it credit for.",9.0,2025-04-04,3,13,2025-04-20 09:05:02,0
tt6208148,rw10431068,jonasuytterhoevenorka,Best Movie Ever,"This movie really surprised me! Rachel Zegler brings Snow White to life beautifully, and her singing voice made it complete. Especially Waiting On A Wish, the new song, is done beautifully. Whistle While You Work also remains a wonderful classic!
An interesting twist is the character Jonathan, played by Andrew Burnap - not a prince, but a bandit and Snow White's love interest. That gave the story a fresh, exciting dynamic!
And of course, Gal Gadot as the Evil Queen... what a fantastic performance! Her jealousy and evil jump off the screen. She plays a rock-solid villain who really makes an impression.
Despite all the commotion surrounding the film, I enjoyed it immensely. This is without a doubt one of the best remakes to date!",10.0,2025-04-04,5,52,2025-04-20 09:05:02,0
